label,posX,posY
7632,1255729.3223996195,-6021162.851415801
436,-6616.450165646161,4855.425363750804
3700,8646.110523627733,15174.343238575826
2366,-411571.2110484544,-804951.884765321
1906,-32874.66580188014,-7147.185700339941
7476,13225.1298343062,1799.7105653840138
5688,17731.422455530697,1179.5343904154458
5920,155030.08070224064,-249429.878436571
7624,2478378.6007479597,1746943.5881270603
2070,-889.1950825168324,-87009.610923688
3128,-49096.00706270565,-41950.19180325749
7446,14613.833970421563,1885.1998735658308
1044,-158594.71925406906,-207544.97605952492
1674,-268068.53150126885,385853.36381798267
6676,-209429.05351189792,-332013.81485887954
734,-2257.4280650640317,-1754.1651766052746
2398,-4099936.8792210105,8485439.341401936
4688,603211.186094652,-2102117.213897659
4,1039315.0411525054,-595816.1843946273
8048,-116620.57408620162,-109280.2533613641
7570,-26745.413151224217,107590.70416733861
3488,115138.2452225528,238597.22559479522
6112,17164.646774107365,-14828.795307773704
5158,-33808.20503033136,19342.125254600924
7032,30689.60532267012,15077.50150063786
5708,176319.73579688574,-333654.87362421193
1300,-29979.817416022415,-6509.413379046326
1042,678967.863866032,-891984.4582281002
2976,36502.63511261559,-55478.22285136368
6726,-31900.537138874377,-64956.58887166605
152,4876.593402097423,-541417.4087981167
4498,-21247.325934920536,-12589.929760619383
3140,-1470428.010835138,-138566.95102873255
7146,9664.579073995326,-223003.63063959518
3304,-1318414.8378658886,-915615.8739763563
406,-442223.25222425914,-1467632.6643546268
888,-12167.012755010672,16211.806451017066
874,4565.671768850924,-3771.863931570599
3298,-1367.7995003426813,1703.4322375235345
162,192087.88367244235,-202023.21048238638
5184,-1599107.3915454468,2145238.3783540656
4016,-163589.12974027905,-48875.29346066053
2724,-2601982.737791148,-1404122.1939157648
2200,-33577.211318527974,56920.40432306445
3164,-144783.2287090976,-39607.55268608771
4672,51099.98746401018,-39712.16816594541
8172,-14533.450191438797,31273.218140394878
120,118808.80775817388,65748.724832531
6478,1393.451180278214,1055.2743097661505
2352,164267.05971024573,120817.84099729665
5908,413601.8263439361,-675184.8837781458
2332,1798665.6369133738,-301975.9194958187
3602,-11721.835211529022,13314.423691672355
1710,8793.599881830165,-8163.707512947195
1688,2725760.147381429,-1490172.0619374919
6592,238622.96819042176,-367151.7949552581
5028,-3635069.496290234,-4909851.990858028
6850,577841.5507201811,1059175.1213273474
5016,-40951.64992643522,-42623.66390606175
1228,-46610.49111884721,-307279.22922436683
306,-2190066.710910448,-6393162.896316966
282,6152380.261950281,4921739.59854668
1132,1744207.9055537959,1966394.6469688574
4954,-136737.22010845685,89935.67460463976
3202,-51694.79351433968,-135830.97122952226
7770,-60224.153520494336,-118468.92279837554
52,7271.584573976023,-26403.168755995386
5534,593934.2844680322,-478150.7428850343
3374,91812.85959725449,-171527.17783768792
5186,100478.48499403767,-140312.004928259
1608,-2460850.52901533,-6475373.173696859
7376,20735.83078181488,6444.1513311940735
2518,44448.38540382261,-22109.03430875168
2132,-72918.07152907351,8959.937665364852
6602,-109176.36859501508,-132934.9944561214
720,836.4420702117466,4114.329949977243
4092,-58163.86009072987,36245.310882823636
5112,29573.639572708234,-5963.208646980305
770,-12439.694946262662,217.10859639453437
2824,13199.064425652514,53777.84341363112
6096,102379.2530210713,188495.06063030264
7236,-810281.0682931127,1066024.860365678
362,627066.2477122584,12802.193196879325
862,-81386.82073590987,75865.57138562344
1066,-21791.8434013054,9612.881623830785
2972,-1.6097884953874404E7,-9961561.725476464
6066,-80333.25543209119,-16567.0569090237
6980,2427828.743410302,756344.7124692294
6948,212288.91270580623,430502.49038349156
5216,4159.804151363141,34908.99926407963
7246,196724.7443401467,152312.45172646354
7012,938916.0556917124,-728809.01689497
5064,-964888.0010495769,960944.423684491
1290,233410.8033897424,419317.0077532534
5428,68216.61800381538,189077.13273781727
3380,-1689991.5736228032,376924.9405717447
966,1717953.2126086606,1422687.3053326288
694,-101149.83594886362,136518.14608023583
4568,-23230.096714830077,-96737.2814710093
280,-3987530.1958379564,-436031.1267406674
5176,2519902.957277918,-2225216.1663083043
4328,86.33351417300156,4188.995396133285
922,-4769356.2053524265,7321530.729087635
4602,-73791.51995637131,-14113.909416037059
4480,1040595.2166262564,561658.0783468066
7392,28408.05571696246,-23776.45078306456
4986,-2256369.3120989664,1061141.8560600015
446,-42345.574916899095,-7639.152835979893
5260,312029.02117036475,265244.29542996746
7670,45525.36251747639,-198.26167583238575
6116,86593.60346589307,-21410.027258131606
8060,266821.6317357079,111000.35668019897
5952,-96617.43891409162,-364156.5964732456
5148,365981.82529043016,112861.90733375822
1730,-1920947.7922804877,-2704832.4790884177
2930,11878.521830107671,-27885.249946660642
3624,-565.2758849843785,-1359460.6548267466
7792,89696.56855394864,197082.82025690496
3930,-148805.60180302087,-121214.70280908044
4830,-12396.134489040945,-7282.744668902821
7806,8744.58617449219,-7649.788190247096
3946,680454.3680908667,513891.20948576863
7374,-27234.284894297478,10224.19503315938
7014,114212.89251805146,17415.819706137438
348,9879.984933044532,1394732.9501327707
5620,-784209.8507990534,-304891.3101711273
3220,3742.98427966281,1489.0071588949188
2054,49475.03020745802,-41261.670911244255
3274,-982462.1519632753,533119.1302057891
2412,138873.4376197301,53096.93323536459
6094,-687591.7833911756,-957413.233823086
6552,419476.80965553946,-1113771.972479559
6532,231419.83262093551,151119.43825022207
2030,25540.689784441587,-7425.888895883554
7238,1125574.6706850545,1834911.5293600035
1268,-1379.8567397141585,27393.368259226696
4810,-33860.39871037322,71131.48295689015
1418,578635.3255581264,584273.3424364353
7254,-39467.80309269783,126902.00611630504
8112,-75204.53593643616,39789.20340892174
288,49129.111456558174,-110001.17789626177
3810,70883.53038653504,-39404.78318815897
2452,282410.69300752925,-1329168.4378863422
7142,45607.99345417048,42462.52953002875
3416,-7014.379300961934,-23208.844869288023
5874,-44772.69839978791,1397.0474047321366
2948,-290010.41320486006,1257750.384842914
6724,74222.02721078489,-83094.21313146096
4414,2458.860719120129,-6050.521984894426
6470,-50304.898597270505,-99990.84219079213
3230,-1626.7390373424037,7630.829972351792
4494,2609.2739866165216,-37860.788590077704
2906,478956.8669459507,391972.13884439884
332,616298.2043718278,-588166.6590306348
6216,-15759.350941412367,-169532.73203186478
2586,947.4228868898866,-1380.7466716654824
1092,7156.596207023885,-401400.9775906276
3400,808.8803608989589,-1418.8480381383931
6228,-90781.81837481589,90200.27812609052
4528,1726760.54420401,-209525.771563336
2644,-17549.117150980455,15594.619158306776
4542,297629.2980300697,-295285.8677279668
3186,-23419.25695191195,42475.92551673525
2696,523585.25233369134,-4849763.7742519
4944,-194571.83826801818,1488212.3866838198
1988,4419.696649334632,10109.67786887356
8296,-548628.2878978556,-251568.71081548915
1070,29742.170171264195,16070.288957788103
1294,5754.946238818738,2212.1079999775443
2194,-809.7096306268891,-32088.252819256606
3360,13681.83853093626,48277.106551725745
2672,273573.9821263433,-577035.4947218192
5086,-48376.50195903028,-67050.67533886502
532,60183.42263774443,-26180.453667694677
4120,10671.989730866375,-44341.150297548695
118,46077.807309598546,-1215.366362331574
3022,-1340.0776434930492,45871.83618024104
6158,-346.59517193519923,185.35530685836824
1196,482287.0045087976,544001.8125138272
6770,-2185803.5857615704,1108175.940003751
5100,-3084485.3663875414,-1815157.2919173385
6144,-1556.9309399156384,-9912.83518029694
738,395389.4119400848,120067.72988142648
6002,758.2227726241244,-94.21591648449689
5456,33736.56075245041,-21909.493890690002
1216,-148492.90974607875,-127743.64211517434
1930,9823.25688425517,38285.65668006703
1622,3484366.1305833133,1118952.7293705188
2818,789904.7695792279,736564.6572673975
3090,532560.0340262954,-601507.3403232835
6598,-25868.25533343019,-80303.44921029799
3228,23859.95505704954,19547.053378839835
3148,-2151341.5515553057,4598248.542048991
7844,5806.974954734511,-26945.966557733518
3378,278449.51625085383,-923476.8573788262
28,5404863.262141454,-2629635.1665964224
1870,2064.626780390484,11578.197190996845
6244,-41372.38988810436,-43518.86656966398
958,-630216.6636285823,789210.2917904612
2312,6252.846269754746,28007.42989360481
7024,42958.38942238998,-99752.68216648116
6696,-4195.29539160712,7228.4068153431635
5984,-580782.3201873539,-57023.7101564138
7482,-24486.304827838027,67239.31259651264
7662,-1800633.34396611,-2446225.2356730853
3196,143429.9207999882,275163.3195567193
106,94239.33685810349,136026.85577140443
3664,-447275.76769951795,1358832.6378978842
8010,9580.626985545754,15943.996046225711
3338,2759984.7074635136,2333015.7627327414
274,365756.12354250584,-67732.09737035651
5614,-202907.69955985135,4564.048813135062
6720,1477700.2035426244,2399827.2931746277
7586,-70046.48644638588,197318.5214246912
8260,13706.902647182276,-1665.4685211359083
5922,2621954.3693666738,3168053.6989503717
3796,-6310068.661004111,1.0045645871407526E7
2008,7281.940419324149,60697.83976807428
6456,93168.8603052109,90094.26147747881
8282,492585.0222923077,-370578.18875818455
5544,-43912.32417336958,-22882.222185084185
7780,-14076.566566699215,112945.23324691439
3132,31007.79695493094,-130615.4699893529
4740,-17306.36952501539,51090.39659268603
7756,-20404.32087185119,-80607.24119031902
1642,556.3187377960536,-6281.959837879657
3172,-437519.7881020566,190072.0327894245
7750,-206644.08993777182,-237546.2274201618
7514,134959.03697642306,139012.2098142169
3552,-18839.96330353736,18792.1088421307
5106,1889835.210676099,-1845749.0951883858
3576,-65429.79482712741,54731.02760090158
4952,-195533.96763042812,10643.485198298084
5698,-1679.9933498699222,11569.442312729625
2300,28749.470518242877,-39106.874587221224
88,-93631.53288066178,-106488.4968403881
3762,-326703.3144459262,49664.17130263206
7082,5472.9018142174955,-21532.77530949123
3466,80952.82848588616,-927493.327188928
5594,2476.0220158353804,1762.27626620369
1576,-69611.15084580022,7126.277812354698
5784,889283.7307514303,-1051881.7922250691
7848,-18100.51331032027,-49915.51902257292
5656,-810.9109114391426,54017.385781733756
8054,-9783.629872381422,18434.422633878592
3010,3590860.4203344164,257791.93574322877
3156,-22200.30231583449,-3585.5402573321194
5364,-137653.4078241906,79749.11412683486
5816,-1017378.2056096684,1850390.862792386
1448,17998.901111470765,-3488.678014895755
1802,1139845.093390872,1420674.9334460848
8180,22798.017678463213,31382.620590486615
4166,2081.1753825807646,2552.8053245617975
2256,-1.470957977723462E7,1669466.9013865471
396,425229.9136773585,-327322.53869614966
2170,-619.8791996556374,1788.955489392961
7480,-57249.02994637429,-57513.7635244467
7908,-3420159.238927813,4021547.5192718264
3832,-117076.77277671412,152329.43600173714
418,24186.384733102062,-15277.3024236859
3536,120322.24851511727,140850.52058916286
4996,8613.722473038704,22210.589516656157
238,75149.10325064212,-56076.73048607778
3690,-11111.953650086454,29446.70094339112
3012,95787.30564703901,44485.95566438569
18,18084.347262538533,8918.615150421132
20,-4926266.159709067,-31686.347421847357
6990,1314.9414756264712,2620.818744833977
268,12433.657089719874,632.8483311327385
2548,-19501.092846977168,322168.5552741516
4776,996295.0826759362,-714671.3871216322
5628,-5594.668238517014,13083.67674908821
4756,1083826.4848017069,-120379.89890111124
7280,6689937.866867597,-1422840.7489115852
4342,-225977.88128652264,241549.25890147616
1618,-798449.9797016813,-1130820.8192446441
1722,-530954.5133094222,-655300.5753169213
2918,-77528.05496090613,-166900.49957294425
504,-9350.516207950852,17791.39320523063
614,-194558.5568711725,50991.97968716882
8042,-561356.3889612623,-2684238.7612780356
3062,1184479.6650037623,1688391.5896801734
4170,1204.9088070915889,-1703.311453385882
6928,-115443.75481437954,-64479.23756313748
5322,9067.617588707282,4920.61214972978
7132,-533.8080105085729,42247.45575866444
6612,236082.58914993796,-121715.86716212894
5602,-107412.0776359695,-10840.996903752563
4298,-658670.5633928337,-425483.7366144812
6038,197572.05593001464,-11138.534913186493
2606,-66319.02828069033,-38787.582589471545
3438,2132.185734725198,3336.0944738918806
6376,-46288.00896404702,3574.900412291153
86,7213362.505490716,-4176643.0544774975
60,-146885.77703146826,-212604.66658129112
1462,-14088.40283767804,1846957.301039479
7618,-967293.9403497058,-2010246.5016759601
3752,-437968.503064141,29434.681611258537
2538,10803.407615344575,21520.55594721456
638,-200.96087394030735,-4121.742930144874
4132,-1862.1877957545435,-1878.9952279512772
3646,-998955.0822403288,-2217573.045460583
6098,1656977.0265940083,166242.99494707774
426,-1817095.3437956779,1429310.0213338037
4936,72856.72171503236,7974.431033108276
36,-2408543.2617845205,3613284.066391202
8002,629115.0871880486,-391208.4471776363
1206,-45407.8383826195,-52975.46672332246
7938,3093.0346399393725,14399.020765001536
6166,790723.5651652747,-680770.3139498628
2290,-9010123.45454978,-1671078.2036111949
358,-525187.6239609602,479197.65649628325
978,-675930.0878052297,-2653868.5554392133
2446,30278.025894157014,48531.469098912436
924,-35219.74105112268,-17154.285199174705
3046,273355.75577834476,308770.51225083956
2558,-149623.73412043933,-69929.02124415617
4012,302353.8019937711,-24055.279234199174
7428,459.02465945034,58940.440132277334
7170,-429.5675309272443,801.300370479479
1322,-807418.2689213441,1223095.2280894027
1616,129.40023059781453,5.675584262931332
5446,167557.5686147067,95364.83160595679
6494,3151658.6986164576,-2100124.610206325
7902,1060122.0397342616,-1245622.1842610557
4184,34761.400058896405,-15654.50692499198
2890,7405.908685855292,4987.936122769436
2662,1723691.889169286,1379809.0615008655
940,22127.093752564768,-973.2465103358973
4416,225200.20331440232,-196128.7251028933
3244,-67316.82333039769,-38134.41392527313
6752,-24970.35554707776,-1104.6830588175715
6544,93779.36061201867,11441.617751684169
3758,11619.259442682847,33314.80206896061
3346,-2401903.8161326596,-2525935.2526699943
2058,-60783.87379461061,-74618.83232745065
3906,-34852.574514331405,-61040.42234146869
3770,-780202.4422424037,-474422.78232084116
128,-749058.3357623549,689057.1603890319
6660,-65939.01398631553,4901.253285842451
7696,-99366.91156277088,-143050.11818485608
6692,114689.41954229886,72917.32114344848
560,1594081.8927661153,-250362.3965900309
210,4567.643096415013,32921.67374974286
2196,-100630.59820276742,36765.77104171117
2860,17171.920646843577,90069.49242996168
2658,1.2149486198805524E7,1.106639624812143E7
2722,14875.014859461437,-105136.32468847021
642,-166744.3307148578,-30415.87177769223
1530,353174.0641998704,-185280.99714313407
3366,21756.510992715033,3258246.76618727
7418,-25011.76583904185,84823.54955714893
6500,-14028.225042461,59607.94048176537
2788,-151203.59294026607,-17005.186143674026
960,1205684.2396991595,-619136.5682141796
3184,-25278.65290113167,34579.163550581914
7652,150726.04116823687,478849.1651172504
7522,-32399.344864108596,81541.18346754798
580,-734276.9269969629,-684696.1274468162
3162,-133867.16445448573,23680.1495952955
5810,-320094.80672923895,212966.77054334234
6242,-134816.70055232377,201132.72566013396
778,-336490.5749417752,-906721.0431342924
8130,-102153.9607174257,-337857.3592849184
4552,100597.29376022631,-487649.3224950618
4684,58994.62254529846,21494.89171228903
2242,623739.2521438174,-443848.5079883357
1426,53510.95988123583,19193.17898288895
5956,61495.598950738044,52696.63431475474
5046,-94768.12224259596,144924.43754136807
4938,-185071.16024567626,-1836742.5285123442
1840,26780.415901780656,-23551.977377859504
6148,-2969966.818727174,2247409.2642110577
5712,-15807.668899632543,-12294.915792192958
2304,-47998.28492666591,36008.86391853803
5866,45933.43841595682,-31813.864104943095
2062,-2739505.9714719118,189042.6425156974
3404,4678523.652980071,-3765007.404077168
2616,802.6777890276657,991.0658462219275
3788,-67182.52518362821,-3504.4777639360364
4884,641924.8503566309,889002.8995305417
4280,-43265.36567899218,40019.47555028751
2234,-1016516.5104415173,-1305191.9272106632
2362,80049.7137595337,64224.994868146314
2632,-2133.4245674610793,841.6831068008661
5188,1.4061980715170212E7,-7377856.765276571
4594,22833.183528750495,-65944.75785473536
366,-394217.5271789725,-87634.20142970081
4222,565625.5858724448,641304.601778679
4694,22382.155565250352,38850.76722079442
5962,85911.20736789289,182774.1251249845
5286,-37037.41446567571,-96722.79991425836
2036,173689.91127240783,134172.12816761236
7452,9174.468812822093,77350.17169123846
1058,-97849.47744536163,-12127.857828388387
1908,2745431.751330969,-1227290.9058089596
7240,-30572.43525515987,-51549.969369766215
6524,-181639.3314058548,122646.97405164462
1654,1720896.170108508,-1442808.0096637155
4364,1555272.0992567425,2022750.3695572924
3636,-65906.36969839233,-98204.60538622765
434,-106322.51487508288,23042.604256976174
3472,371519.6651102543,-100222.97900937751
6706,-175826.90679145683,120233.29433503152
3092,-3219176.4017708693,2629403.9057460115
2250,-162616.2261773659,-27128.712961059344
2540,28924.252807073146,33115.21484174813
8090,105610.99211598792,-235106.17359813408
7946,113035.27811539832,-694652.7017952593
1062,1116941.4778738634,3255622.922965066
96,27934.257242673622,53986.43693519217
698,101959.79184835436,-266901.04648586333
4580,5986.7259094399915,-41849.12793098456
3556,501944.8357382537,-277974.5227373359
7116,911916.9210696258,-234652.56232830987
1316,91861.28971062115,-8681.578597982612
2804,154741.81678203557,-398721.1768654205
7648,-606266.2804538528,-227573.11439789124
7766,539060.1136447394,186304.17961045785
1006,1178198.3223616222,-3680217.065157204
4868,7432.523964351434,-14558.528374739404
3348,202365.66181770153,-2584381.934443117
2370,-4246.277674182265,35503.67901060096
3886,-13421.123787471923,-14316.001312202272
5312,640260.1391395782,819123.8511872191
2798,-62546.355382864065,-79928.64605275636
72,-1.2739606912796212E7,-1.7003418488750454E7
3730,20173.068034462354,-3878.03747819638
6866,-144682.20989908767,-108359.27179119735
2856,-1121911.9790629214,142389.5830530709
4072,1877042.8756380097,-3139448.9276144174
652,89604.92177408874,34244.00363839162
5182,194526.67773677834,355487.3389020457
2088,48932.98495802388,-97060.5181392581
2748,93497.04167352227,-1658.8356780380188
76,17519.934840543992,42576.24113811689
1192,712.9361637034146,729231.3260980884
5426,274522.82667437865,-537549.5326867856
5624,3208794.291612614,2274881.364493036
5348,1018.3781283910428,-13344.518557278181
2420,36712.30504960771,853.7303212722594
902,21049.814936458188,1536.6812081218943
1918,-1358350.4582846952,320576.41938205686
7462,-15087.793749473385,28543.482451385462
5026,1350707.352204329,-2965011.1431961544
124,134821.95593165833,37694.19572474306
984,157945.13062999153,101244.09088629203
6192,-20939.687099061794,6547.210607738689
5662,-6071.419126592306,16249.653795525806
1340,58412.77100775495,88464.3745934469
2286,196922.4659302324,-191844.16884480164
6508,-3212.027960537046,1908.3911834156443
5000,15452.928079765716,-27432.53002694678
1420,521861.8785305331,-52045.136284181
4394,15114.872851639017,27628.420951531825
4948,2178620.448259656,1.002531536858958E7
8,1185806.799031218,-4682466.3935294505
3888,21872.80885991375,-234597.74531644137
372,-2157238.4430405223,-1411174.669724691
3964,-55725.99388867316,9876.545669799989
4790,-29980.40496445026,-2302.526960873992
3340,194234.13239786934,-143912.5284678105
3824,-31292.654447828292,-13559.585964336824
8100,-1430.1880295204448,1012.8888507602243
600,-8353048.2262458205,1.525227243435019E7
2774,5998236.675900477,1236282.7642167304
7826,17326.627961092392,-5375.962986990706
2374,49.904377649361834,614.9891553059961
1178,23792.250483881202,44178.585002321364
2582,19154.570481827603,68814.60065774829
5726,-763.043568475366,9433.228723829227
2780,-728.7135835437499,-1312.6620965716436
910,-68167.58829742363,95008.33748310551
7996,-655747.7640780428,273003.6147205014
7528,24138.807518836787,90694.11818102923
798,-5152.546417257924,141519.09885711852
7574,-551930.9887513538,344803.58585069573
4860,27554.91988929748,-53486.060346416794
7402,26385.811790307955,77552.3068181357
5720,106123.3438750364,9171.455210416922
7330,-16107.786236881797,78744.15987952217
5372,36453.4728188485,-5694.227212279944
2760,1079883.2563423638,889862.6676780507
5756,-455830.66988476814,345345.29396671907
4130,-48300.64257367981,49967.52324080397
2654,2482507.7502311394,-1.2681566502087712E7
7004,53766.23991471491,-12051.239471785842
5370,-14988.18958563634,5367.094418627268
4408,2499.019448468322,65179.13538596353
5800,-3581725.2527727373,973019.0815672497
1266,51837.509340131735,19588.602384761754
3104,-796883.1892145969,695131.4370639028
726,23.969240210729655,-10614.37761393262
6530,-74560.19994707227,382013.82790728397
2490,-1178598.7636366563,1564014.95529628
4550,2798953.619190403,1442217.7265794622
1298,-23655.799538042473,-6494.320539406208
4358,10747.751041938434,37447.97779298837
1766,-200440.92599959287,-951008.2952109856
1258,-19545.335776052296,-60394.406246614046
7220,-1418.750593336032,78346.68545470324
1346,54829.30307614789,-148787.73332643815
3226,94213.42716597834,-10516.84018294461
4564,-1470623.034941487,-64352.73358093389
1874,160495.09764180964,340832.0730135113
5330,46732.96031162092,74990.27908798355
608,-4895917.812797778,160836.82084471427
606,874299.2950433777,-222818.03314778625
1184,1053198.3027914069,3490655.8706460265
5552,90576.97677221616,-9293.979558651217
8182,54159.350788759155,15480.280115587806
6526,124155.03812316254,169862.64331026928
8038,-184269.55300236965,206770.7552864871
678,13218.791352715554,-8386.814264709434
6356,-111496.7486249709,-118206.82537171301
5764,-4368.80708052557,274.57461287568555
6502,-479925.2793611079,-131448.95983982936
7046,550910.7659095475,666112.6812175786
5068,166830.39841221186,-438869.82274582714
4806,10058.042432232241,-23390.617885062973
190,-50664.53496336023,39485.32977821488
6680,-39290.71946130512,-33334.85066876084
3458,4284648.531601741,261060.29198794192
2128,1926099.2389988932,853049.6225992227
872,137613.53176186798,353889.4329653028
378,-458127.9615469058,-540274.2360033678
1396,-1514392.988870258,1285153.2241395356
7172,80253.78000784572,-61267.16634164151
6678,1652.1445230514807,1894.9150742564907
26,-1326249.6468792902,3967182.8822789756
3648,-33664.74604456418,59130.19361867889
5864,3604.9052566411156,-73321.16499391785
1534,-662648.3330143116,-211228.5855235744
6294,4152.070099602333,-19876.406371475223
5674,25226.772684290412,7360.453130822135
4782,15788.801307328686,10147.019612976219
1856,-868.1154645445866,10496.76664813848
2146,115286.19604609576,-54380.91774663673
4788,-430975.52557647036,114094.20499980792
4502,-38793.94187951072,-50779.55827549046
3386,73485.6135827185,44366.66891087574
5692,-1367723.4011937326,1426164.8193191946
294,10454.462186441677,-12143.111672502813
4698,-19209.51813281996,74656.085311912
188,187351.06465154453,-149658.77804311004
6150,-12578.441639386303,-35497.01931459721
2640,31890.52365201447,20704.940014711574
2296,-115504.19630174196,49941.97669309343
3312,91966.58687340605,19623.14350543917
634,4031083.8053648686,-4336060.159171843
7866,72562.03720947394,100853.88230401905
5284,10651.333322850976,-56767.710922730585
4532,-208610.9595994165,-23683.857526086977
7486,-22345.832179304285,27589.557650867897
6044,82688.6774539354,180296.83338863522
5528,-59133.727653677175,-229290.36415029477
6832,396611.31857603043,4957283.60776196
6698,-3535.898218321543,18107.212755608718
2478,276472.8359023844,227528.84626907125
8064,-2429.6059965549252,11389.23423641874
7192,6128.223623012504,26969.238177141713
7260,48429.53885815185,-48682.02643455432
2380,4848.532052368957,3054.554604615529
1342,-96383.65438899858,-183704.8596643943
4448,5433313.405510456,-2395201.9646129766
1948,630798.3628706611,86843.13011390137
232,-95936.34040605722,1079784.5595593476
1378,2023855.8147830348,-1396673.1394887988
7524,2158.6009963729243,32375.19246455945
5658,-139789.23283699862,154605.2478179831
6458,2780086.3666888135,3458810.84851547
5572,-22906.79406076016,-11580.741465431911
3694,1004.0592277439918,-587.318727517563
1832,119553.5617136316,-156672.37718285888
4858,3100.738531659348,-6253.260869244231
258,398906.036338403,-287656.02762519737
6800,290.1844775867366,4248.423432055279
8184,18034.424518058782,-18358.42937386153
6262,-1562947.3499622415,-1766296.908497906
2966,343562.3623214952,1259615.9744449453
4702,46948.10981661728,32662.059343469926
3956,4805519.405794875,1303368.8979959104
550,-47652.74947421397,102816.25069867651
3194,45624.15205694931,-15190.598358679345
1392,130165.4940969479,20406.61138362054
4704,28746.151336056868,123325.65222873048
3460,3450425.667684768,2067688.7153010478
4844,63627.67178261821,-39885.166366371435
5416,-3024.156656671291,-75731.32225155609
762,-8550822.145145949,2464568.5032400796
3798,-782837.1834508483,800117.0900171399
1166,-6133483.4486770155,-1.9104272551307105E7
1434,9487.551586764333,-949.1758429356427
130,-1427554.9684369194,-17551.92794124256
860,362028.19856322673,23671.71069949499
6574,-49242.76057185362,-26400.405492195143
